transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn
338,11/04/2019,16:21:23,5,29,5039,N,1,1,34,1,2.45,2.45,N
339,11/04/2019,16:30:08,5,30,0,N,1,1,55,1,4,4,N
340,11/04/2019,16:00:51,5,29,5514,N,1,1,53,1,3,3,N
341,11/04/2019,12:23:07,5,27,0,Y,1,1,56,1,2.55,2.55,N
342,11/04/2019,17:55:34,5,29,5410,N,1,1,36,2,7.5,3.75,N
342,11/04/2019,17:55:34,5,29,5410,N,1,5,78,1,4.5,4.5,N
343,11/04/2019,17:36:30,5,30,5612,N,1,1,29,2,5,2.5,N
344,11/04/2019,12:12:55,5,29,0,Y,1,1,59,1,4.5,4.5,N
345,11/04/2019,18:02:22,5,30,0,N,1,1,37,1,3,3,N
345,11/04/2019,18:02:22,5,30,0,N,1,2,65,2,1.6,0.8,N
346,11/04/2019,11:17:45,5,27,0,Y,1,1,38,2,7.5,3.75,N
346,11/04/2019,11:17:45,5,27,0,Y,1,2,65,1,0.8,0.8,N
346,11/04/2019,11:17:45,5,27,0,Y,1,5,71,1,3.75,3.75,N
347,11/04/2019,12:35:27,5,30,5772,Y,1,1,53,1,3,3,N
348,11/04/2019,15:43:54,5,30,5396,N,1,1,23,2,5,2.5,N
349,11/04/2019,17:43:17,5,30,0,Y,1,1,38,1,3.75,3.75,N
349,11/04/2019,17:43:17,5,30,0,Y,1,2,65,2,1.6,0.8,N
350,11/04/2019,11:13:27,5,30,0,Y,1,1,32,2,6,3,N
351,11/04/2019,15:29:03,5,30,0,Y,1,1,37,1,3,3,N
351,11/04/2019,15:29:03,5,30,0,Y,1,2,84,3,2.4,0.8,N
352,11/04/2019,15:30:32,5,29,5757,Y,1,1,23,2,5,2.5,N
353,11/04/2019,13:15:41,5,27,5329,N,1,1,49,2,6,3,N
354,11/04/2019,16:14:34,5,29,5113,N,1,1,27,1,3.5,3.5,N
355,11/04/2019,13:25:03,5,27,5862,Y,1,1,60,1,3.75,3.75,N
356,11/04/2019,15:45:55,5,30,5159,Y,1,1,61,1,4.75,4.75,N
357,11/04/2019,13:42:45,5,29,0,Y,1,1,34,1,2.45,2.45,N
358,11/04/2019,18:23:00,5,27,5135,Y,1,1,52,2,5,2.5,N
359,11/04/2019,13:53:09,5,27,5652,N,1,1,50,1,2.5,2.5,N
359,11/04/2019,13:53:09,5,27,5652,N,1,5,73,1,3.75,3.75,N
359,11/04/2019,13:53:09,5,27,5652,N,7,1,8,1,45,45,N
360,11/04/2019,13:48:18,5,29,5021,N,1,1,54,1,2.5,2.5,N
361,11/04/2019,16:21:03,5,27,0,N,1,1,34,1,2.45,2.45,N
362,11/04/2019,14:33:29,5,29,5207,Y,1,1,36,2,7.5,3.75,N
363,11/04/2019,13:58:59,5,27,5752,N,1,1,48,2,5,2.5,N
363,11/04/2019,13:58:59,5,27,5752,N,1,5,74,1,3.5,3.5,N
364,11/04/2019,15:45:21,5,27,5107,Y,1,1,31,2,4.4,2.2,N
365,11/04/2019,15:23:41,5,27,5744,Y,1,1,54,2,5,2.5,N
366,11/04/2019,14:25:43,5,30,0,Y,1,1,36,2,7.5,3.75,N
367,11/04/2019,15:34:25,5,30,0,Y,1,1,37,2,6,3,N
367,11/04/2019,15:34:25,5,30,0,Y,1,2,65,3,2.4,0.8,N
368,11/04/2019,12:16:12,5,29,0,Y,1,1,26,1,3,3,N
369,11/04/2019,17:08:59,5,30,0,N,1,1,34,1,2.45,2.45,N
370,11/04/2019,14:35:29,5,29,5502,Y,1,1,27,2,7,3.5,N
371,11/04/2019,15:42:11,5,29,0,N,1,1,43,1,3,3,N
371,11/04/2019,15:42:11,5,29,0,N,7,1,16,1,8.95,8.95,N
372,11/04/2019,12:23:34,5,30,0,Y,1,1,61,2,9.5,4.75,N
373,11/04/2019,14:52:49,5,27,5934,Y,1,1,36,2,7.5,3.75,N
374,11/04/2019,17:00:31,5,30,5451,N,1,1,24,2,6,3,N
375,11/04/2019,14:24:44,5,30,0,Y,1,1,49,1,3,3,N
376,11/04/2019,14:57:16,5,29,0,N,1,1,47,2,6,3,N
377,11/04/2019,12:06:41,5,30,5311,Y,1,1,38,1,3.75,3.75,N
377,11/04/2019,12:06:41,5,30,5311,Y,1,2,65,2,1.6,0.8,N
377,11/04/2019,12:06:41,5,30,5311,Y,1,5,69,1,3.25,3.25,N
378,11/04/2019,14:54:04,5,30,5594,N,1,1,53,1,3,3,N
378,11/04/2019,14:54:04,5,30,5594,N,1,5,72,1,3.25,3.25,N
379,11/04/2019,16:00:53,5,27,5097,Y,1,1,48,2,5,2.5,N
380,11/04/2019,13:53:58,5,27,0,N,1,1,51,1,3,3,N
381,11/04/2019,17:49:26,5,29,5244,Y,1,1,26,1,3,3,N
382,11/04/2019,11:29:39,5,30,5196,N,1,1,55,2,8,4,N
382,11/04/2019,11:29:39,5,30,5196,N,1,5,69,1,3.25,3.25,N
383,11/04/2019,14:58:30,5,29,5203,N,1,1,41,1,4.25,4.25,N
383,11/04/2019,14:58:30,5,29,5203,N,1,2,63,2,1.6,0.8,N
384,11/04/2019,14:01:28,5,29,0,Y,1,1,57,2,6.2,3.1,N
385,11/04/2019,12:37:00,5,30,5272,Y,1,1,47,1,3,3,N
385,11/04/2019,12:37:00,5,30,5272,Y,1,5,78,1,4.5,4.5,N
386,11/04/2019,16:36:02,5,27,5535,N,1,1,53,1,3,3,N
387,11/04/2019,12:28:29,5,27,0,N,1,1,32,2,6,3,N
388,11/04/2019,14:27:57,5,29,0,Y,1,1,48,2,5,2.5,N
389,11/04/2019,13:08:10,5,27,5090,Y,1,1,26,1,3,3,N
390,11/04/2019,11:57:48,5,27,0,N,1,1,54,2,5,2.5,N
391,11/04/2019,13:22:17,5,29,0,Y,1,1,49,2,6,3,N
392,11/04/2019,13:32:53,5,27,0,Y,1,1,56,2,5.1,2.55,N
393,11/04/2019,12:15:17,5,29,5789,N,1,1,32,2,6,3,N
394,11/04/2019,12:14:30,5,27,5274,N,1,1,59,1,4.5,4.5,N
394,11/04/2019,12:14:30,5,27,5274,N,1,5,77,1,3,3,N
395,11/04/2019,15:43:45,5,29,0,Y,1,1,47,2,6,3,N
396,11/04/2019,12:16:40,5,30,0,Y,1,1,42,1,2.5,2.5,N
397,11/04/2019,13:05:19,5,30,0,Y,1,1,32,1,3,3,N
398,11/04/2019,14:28:44,5,30,0,N,1,1,50,2,5,2.5,N
399,11/04/2019,14:32:33,5,29,5026,Y,1,1,49,1,3,3,N
400,11/04/2019,15:14:52,5,30,5776,Y,1,1,49,1,3,3,N
401,11/04/2019,11:49:44,5,29,5782,N,1,1,55,1,4,4,N
402,11/04/2019,17:24:29,5,27,5804,Y,1,1,22,1,2,2,N
403,11/04/2019,16:36:12,5,27,5025,N,1,1,44,2,5,2.5,N
404,11/04/2019,18:07:44,5,30,0,Y,1,1,50,2,5,2.5,N
405,11/04/2019,16:10:08,5,29,5269,Y,1,1,49,2,6,3,N
405,11/04/2019,16:10:08,5,29,5269,Y,1,5,76,1,3.5,3.5,N
406,11/04/2019,13:10:27,5,29,0,Y,1,1,31,2,4.4,2.2,N
407,11/04/2019,14:26:48,5,30,5334,Y,1,1,30,2,6,3,N
407,11/04/2019,14:26:48,5,30,5334,Y,1,5,75,1,3.5,3.5,N
408,11/04/2019,12:28:55,5,29,0,N,1,1,37,2,6,3,N
409,11/04/2019,12:49:37,5,29,0,N,1,1,28,1,2,2,N
409,11/04/2019,12:49:37,5,29,0,N,1,5,74,1,3.5,3.5,N
410,11/04/2019,11:59:58,5,30,5385,Y,1,1,54,1,2.5,2.5,N
411,11/04/2019,12:06:15,5,27,5852,N,1,1,45,2,6,3,N
412,11/04/2019,15:02:02,5,29,5737,Y,1,1,61,2,9.5,4.75,N
413,11/04/2019,15:12:50,5,29,0,Y,1,1,26,1,3,3,N
414,11/04/2019,12:01:03,5,27,5197,N,1,1,29,1,2.5,2.5,N
414,11/04/2019,12:01:03,5,27,5197,N,1,5,70,1,3.25,3.25,N
415,11/04/2019,14:48:31,5,27,5835,N,1,1,41,2,8.5,4.25,N
416,11/04/2019,12:32:44,5,27,5123,N,1,1,44,1,2.5,2.5,N
417,11/04/2019,16:42:22,5,27,5252,N,1,1,30,2,6,3,N
418,11/04/2019,11:03:05,5,27,5238,Y,1,1,58,2,7,3.5,N
419,11/04/2019,18:28:13,5,29,5095,N,1,1,52,1,2.5,2.5,N
419,11/04/2019,18:28:13,5,29,5095,N,1,5,75,1,3.5,3.5,N
420,11/04/2019,13:13:55,5,30,5303,N,1,1,51,1,3,3,N
421,11/04/2019,13:05:22,5,29,5847,N,1,1,29,2,5,2.5,N
422,11/04/2019,13:16:47,5,30,0,N,1,1,26,1,3,3,N
423,11/04/2019,18:03:37,5,29,5887,Y,1,1,35,2,6.2,3.1,N
424,11/04/2019,18:17:11,5,30,5817,N,1,1,39,2,8.5,4.25,N
424,11/04/2019,18:17:11,5,30,5817,N,1,5,79,1,3.75,3.75,N
425,11/04/2019,17:20:48,5,30,5945,Y,1,1,28,1,2,2,N
426,11/04/2019,13:15:54,5,27,5494,Y,1,1,26,1,3,3,N
426,11/04/2019,13:15:54,5,27,5494,Y,1,5,75,1,3.5,3.5,N
427,11/04/2019,14:31:09,5,29,5044,N,1,1,44,2,5,2.5,N
428,11/04/2019,18:28:01,5,27,0,Y,1,1,29,1,2.5,2.5,N
429,11/04/2019,16:13:17,5,27,5082,Y,1,1,54,2,5,2.5,N
430,11/04/2019,14:36:26,5,27,5438,N,1,1,60,1,3.75,3.75,N
431,11/04/2019,12:22:06,5,30,0,Y,1,1,55,1,4,4,N
432,11/04/2019,12:45:44,5,27,5132,Y,1,1,34,1,2.45,2.45,N
433,11/04/2019,14:05:32,5,27,0,Y,1,1,36,2,7.5,3.75,N
434,11/04/2019,16:15:15,5,27,0,Y,1,1,25,1,2.2,2.2,N
435,11/04/2019,15:24:27,5,30,0,Y,1,1,56,2,5.1,2.55,N
435,11/04/2019,15:24:27,5,30,0,Y,1,5,72,1,3.25,3.25,N
436,11/04/2019,14:52:34,5,30,5425,Y,1,1,24,1,3,3,N
437,11/04/2019,17:44:57,5,30,0,N,1,1,39,1,4.25,4.25,N
438,11/04/2019,14:43:56,5,29,5776,N,1,1,27,2,7,3.5,N
439,11/04/2019,16:01:56,5,30,0,Y,1,1,35,2,6.2,3.1,N
440,11/04/2019,16:10:27,5,27,0,N,1,1,43,1,3,3,N
440,11/04/2019,16:10:27,5,27,0,N,1,5,75,1,3.5,3.5,N
441,11/04/2019,11:36:13,5,27,0,Y,1,1,50,2,5,2.5,N
442,11/04/2019,13:45:06,5,27,5883,N,1,1,57,1,3.1,3.1,N
442,11/04/2019,13:45:06,5,27,5883,N,7,1,16,1,8.95,8.95,N
1,11/04/2019,8:54:00,8,42,0,N,1,1,35,2,6.2,3.1,N
1,11/04/2019,8:54:00,8,42,0,N,1,5,77,1,3,3,N
2,11/04/2019,9:57:08,8,42,8271,N,1,1,35,2,6.2,3.1,N
3,11/04/2019,10:29:56,8,41,8048,Y,1,1,49,2,6,3,N
3,11/04/2019,10:29:56,8,41,8048,Y,7,1,1,1,18,18,N
4,11/04/2019,7:05:20,8,42,8438,Y,1,1,38,1,3.75,3.75,N
4,11/04/2019,7:05:20,8,42,8438,Y,1,2,63,1,0.8,0.8,N
5,11/04/2019,7:21:20,8,41,8075,N,1,1,29,1,2.5,2.5,N
5,11/04/2019,7:21:20,8,41,8075,N,9,1,83,1,14,14,N
6,11/04/2019,7:15:50,8,44,0,Y,1,1,58,1,3.5,3.5,N
7,11/04/2019,10:19:16,8,44,8344,N,1,1,59,1,4.5,4.5,N
7,11/04/2019,10:19:16,8,44,8344,N,1,5,70,1,3.25,3.25,N
8,11/04/2019,8:55:01,8,41,0,N,1,1,52,1,2.5,2.5,N
8,11/04/2019,8:55:01,8,41,0,N,1,5,76,1,3.5,3.5,N
9,11/04/2019,8:33:36,8,41,0,Y,1,1,25,2,4.4,2.2,N
10,11/04/2019,8:31:55,8,41,8037,N,1,1,44,1,2.5,2.5,N
11,11/04/2019,6:49:49,8,41,8336,N,1,1,46,2,5,2.5,N
12,11/04/2019,8:43:31,8,42,8194,Y,1,1,58,1,3.5,3.5,N
13,11/04/2019,6:54:29,8,42,8180,Y,1,1,47,2,6,3,N
14,11/04/2019,11:27:56,8,41,8008,Y,1,1,39,1,4.25,4.25,N
14,11/04/2019,11:27:56,8,41,8008,Y,1,2,84,2,1.6,0.8,N
15,11/04/2019,9:32:36,8,41,0,N,1,1,26,1,3,3,N
16,11/04/2019,7:17:38,8,41,0,N,1,1,87,2,6,3,N
17,11/04/2019,10:27:58,8,41,8049,Y,1,1,43,1,3,3,N
18,11/04/2019,8:09:25,8,42,8018,Y,1,1,31,1,2.2,2.2,N
19,11/04/2019,9:27:29,8,44,0,Y,1,1,60,1,3.75,3.75,N
20,11/04/2019,10:22:34,8,41,0,N,1,1,34,2,4.9,2.45,N
21,11/04/2019,10:30:39,8,41,8003,N,1,1,22,1,2,2,N
22,11/04/2019,8:21:29,8,44,0,Y,1,1,50,1,2.5,2.5,N
23,11/04/2019,6:39:53,8,42,8298,N,1,1,61,1,4.75,4.75,N
24,11/04/2019,9:18:05,8,41,8365,N,1,1,60,2,7.5,3.75,N
25,11/04/2019,8:54:15,8,42,8476,N,1,1,38,1,3.75,3.75,N
25,11/04/2019,8:54:15,8,42,8476,N,1,2,84,2,1.6,0.8,N
25,11/04/2019,8:54:15,8,42,8476,N,1,5,72,1,3.25,3.25,N
26,11/04/2019,11:05:23,8,41,8467,Y,1,1,57,1,3.1,3.1,N
27,11/04/2019,9:33:04,8,42,0,Y,1,1,48,2,5,2.5,N
28,11/04/2019,9:24:25,8,44,8165,N,1,1,44,1,2.5,2.5,N
29,11/04/2019,7:30:39,8,41,8100,Y,1,1,23,1,2.5,2.5,N
30,11/04/2019,9:25:29,8,41,8318,Y,1,1,57,2,6.2,3.1,N
31,11/04/2019,8:11:20,8,41,8069,Y,1,1,35,2,6.2,3.1,N
31,11/04/2019,8:11:20,8,41,8069,Y,1,5,78,1,4.5,4.5,N
32,11/04/2019,9:52:03,8,41,8157,N,1,1,38,1,3.75,3.75,N
32,11/04/2019,9:52:03,8,41,8157,N,1,2,63,1,0.8,0.8,N
33,11/04/2019,7:20:38,8,42,8200,Y,1,1,52,2,5,2.5,N
33,11/04/2019,7:20:38,8,42,8200,Y,1,5,79,1,3.75,3.75,N
34,11/04/2019,11:03:49,8,44,8438,N,1,1,33,2,7,3.5,N
35,11/04/2019,9:31:59,8,42,8359,Y,1,1,48,2,5,2.5,N
36,11/04/2019,8:51:21,8,42,8308,Y,1,1,50,2,5,2.5,N
37,11/04/2019,9:12:55,8,44,0,Y,1,1,37,1,3,3,N
37,11/04/2019,9:12:55,8,44,0,Y,1,2,63,1,0.8,0.8,N
37,11/04/2019,9:12:55,8,44,0,Y,1,5,78,1,4.5,4.5,N
38,11/04/2019,10:57:22,8,44,8202,N,1,1,25,2,4.4,2.2,N
39,11/04/2019,10:27:13,8,41,8217,N,1,1,38,2,7.5,3.75,N
39,11/04/2019,10:27:13,8,41,8217,N,1,2,84,2,1.6,0.8,N
39,11/04/2019,10:27:13,8,41,8217,N,1,5,70,1,3.25,3.25,N
40,11/04/2019,8:43:50,8,44,8475,Y,1,1,54,1,2.5,2.5,N
41,11/04/2019,10:38:30,8,44,8272,Y,1,1,54,1,2.5,2.5,N
41,11/04/2019,10:38:30,8,44,8272,Y,7,1,10,1,10,10,N
42,11/04/2019,8:16:13,8,44,8109,N,1,1,48,2,5,2.5,N
42,11/04/2019,8:16:13,8,44,8109,N,1,5,71,1,3.75,3.75,N
43,11/04/2019,8:31:04,8,41,8447,Y,1,1,38,2,7.5,3.75,N
43,11/04/2019,8:31:04,8,41,8447,Y,1,2,65,2,1.6,0.8,N
44,11/04/2019,10:42:41,8,44,0,N,1,1,32,2,6,3,N
45,11/04/2019,8:30:22,8,42,8296,Y,1,1,49,2,6,3,N
45,11/04/2019,8:30:22,8,42,8296,Y,1,5,72,1,3.25,3.25,N
46,11/04/2019,8:06:30,8,41,8010,N,1,1,61,1,4.75,4.75,N
46,11/04/2019,8:06:30,8,41,8010,N,1,5,71,1,3.75,3.75,N
47,11/04/2019,11:00:13,8,41,0,N,1,1,45,2,6,3,N
48,11/04/2019,10:36:09,8,42,0,Y,1,1,22,2,4,2,N
49,11/04/2019,11:24:31,8,42,0,Y,1,1,54,1,2.5,2.5,N
49,11/04/2019,11:24:31,8,42,0,Y,7,1,8,1,45,45,N
50,11/04/2019,10:11:39,8,42,8411,Y,1,1,25,1,2.2,2.2,N
51,11/04/2019,10:26:10,8,44,8157,N,1,1,26,1,3,3,N
51,11/04/2019,10:26:10,8,44,8157,N,1,5,71,1,3.75,3.75,N
52,11/04/2019,7:20:48,8,44,8124,Y,1,1,47,2,6,3,N
52,11/04/2019,7:20:48,8,44,8124,Y,9,1,81,1,28,28,N
53,11/04/2019,7:41:04,8,42,8278,N,1,1,44,1,2.5,2.5,N
53,11/04/2019,7:41:04,8,42,8278,N,1,5,73,1,3.75,3.75,N
54,11/04/2019,8:37:17,8,41,0,Y,1,1,29,1,2.5,2.5,N
55,11/04/2019,9:21:33,8,41,8114,N,1,1,61,2,9.5,4.75,N
56,11/04/2019,8:02:38,8,41,8356,N,1,1,61,1,4.75,4.75,N
57,11/04/2019,7:18:43,8,42,0,Y,1,1,53,2,6,3,N
58,11/04/2019,9:08:05,8,44,0,Y,1,1,60,1,3.75,3.75,N
59,11/04/2019,7:28:29,8,41,0,Y,1,1,22,2,4,2,N
59,11/04/2019,7:28:29,8,41,0,Y,1,5,71,1,3.75,3.75,N
60,11/04/2019,7:10:31,8,44,8003,N,1,1,46,1,2.5,2.5,N
60,11/04/2019,7:10:31,8,44,8003,N,1,5,69,1,3.25,3.25,N
61,11/04/2019,7:12:36,8,44,8151,Y,1,1,24,1,3,3,N
62,11/04/2019,11:14:38,8,41,0,Y,1,1,52,1,2.5,2.5,N
62,11/04/2019,11:14:38,8,41,0,Y,1,5,72,1,3.25,3.25,N
63,11/04/2019,8:48:14,8,44,8215,Y,1,1,44,1,2.5,2.5,N
64,11/04/2019,8:18:42,8,44,8060,Y,1,1,41,1,4.25,4.25,N
64,11/04/2019,8:18:42,8,44,8060,Y,1,2,63,2,1.6,0.8,N
65,11/04/2019,6:46:40,8,44,8069,Y,1,1,29,2,5,2.5,N
65,11/04/2019,6:46:40,8,44,8069,Y,1,5,78,1,4.5,4.5,N
66,11/04/2019,8:13:00,8,41,8226,N,1,1,43,1,3,3,N
67,11/04/2019,9:05:37,8,41,0,Y,1,1,45,1,3,3,N
67,11/04/2019,9:05:37,8,41,0,Y,1,5,69,1,3.25,3.25,N
68,11/04/2019,10:39:03,8,44,8061,N,1,1,56,2,5.1,2.55,N
69,11/04/2019,9:57:14,8,42,8056,Y,1,1,59,1,4.5,4.5,N
69,11/04/2019,9:57:14,8,42,8056,Y,7,1,14,1,8.95,8.95,N
70,11/04/2019,8:14:14,8,41,0,N,1,1,37,2,6,3,N
70,11/04/2019,8:14:14,8,41,0,N,1,2,84,1,0.8,0.8,N
71,11/04/2019,6:44:24,8,42,8470,N,1,1,58,1,3.5,3.5,N
72,11/04/2019,10:58:34,8,44,0,N,1,1,46,2,5,2.5,N
72,11/04/2019,10:58:34,8,44,0,N,1,5,73,1,3.75,3.75,N
73,11/04/2019,6:43:53,8,42,0,Y,1,1,42,1,2.5,2.5,N
74,11/04/2019,7:04:36,8,42,8040,Y,1,1,39,1,4.25,4.25,N
74,11/04/2019,7:04:36,8,42,8040,Y,1,2,63,1,0.8,0.8,N
75,11/04/2019,7:47:42,8,42,8445,Y,1,1,40,2,7.5,3.75,N
75,11/04/2019,7:47:42,8,42,8445,Y,1,2,65,1,0.8,0.8,N
76,11/04/2019,10:46:10,8,41,0,Y,1,1,22,1,2,2,N
76,11/04/2019,10:46:10,8,41,0,Y,1,5,69,1,3.25,3.25,N
77,11/04/2019,10:50:41,8,42,8009,Y,1,1,30,1,3,3,N
78,11/04/2019,10:59:00,8,42,8041,Y,1,1,28,1,2,2,N
79,11/04/2019,7:06:46,8,44,8413,N,1,1,48,2,5,2.5,N
80,11/04/2019,10:24:24,8,41,8073,N,1,1,41,1,4.25,4.25,N
80,11/04/2019,10:24:24,8,41,8073,N,1,2,63,2,1.6,0.8,N
80,11/04/2019,10:24:24,8,41,8073,N,1,5,73,1,3.75,3.75,N
81,11/04/2019,8:54:52,8,42,8285,N,1,1,25,1,2.2,2.2,N
82,11/04/2019,9:46:42,8,42,8414,Y,1,1,38,2,7.5,3.75,N
82,11/04/2019,9:46:42,8,42,8414,Y,1,2,63,2,1.6,0.8,N
83,11/04/2019,8:46:13,8,44,8415,Y,1,1,53,2,6,3,N
84,11/04/2019,11:10:32,8,44,8319,Y,1,1,41,1,4.25,4.25,N
84,11/04/2019,11:10:32,8,44,8319,Y,1,2,63,2,1.6,0.8,N
84,11/04/2019,11:10:32,8,44,8319,Y,7,1,21,1,13.33,13.33,N
85,11/04/2019,9:39:06,8,42,0,Y,1,1,45,1,3,3,N
86,11/04/2019,7:52:44,8,42,8013,N,1,1,53,1,3,3,N
87,11/04/2019,6:30:31,8,44,0,N,1,1,53,2,6,3,N
88,11/04/2019,7:32:41,8,42,8423,Y,1,1,43,1,3,3,N
89,11/04/2019,7:34:18,8,41,0,N,1,1,42,1,2.5,2.5,N
90,11/04/2019,11:24:12,8,41,8064,Y,1,1,35,2,6.2,3.1,N
90,11/04/2019,11:24:12,8,41,8064,Y,9,1,83,1,14,14,N
91,11/04/2019,8:34:04,8,44,8083,N,1,1,25,2,4.4,2.2,N
92,11/04/2019,9:38:07,8,44,8269,N,1,1,27,2,7,3.5,N
93,11/04/2019,10:24:35,8,41,8257,Y,1,1,25,1,2.2,2.2,N
94,11/04/2019,11:13:09,8,41,8142,N,1,1,54,1,2.5,2.5,N
94,11/04/2019,11:13:09,8,41,8142,N,1,5,69,1,3.25,3.25,N
95,11/04/2019,11:16:44,8,44,0,N,1,1,29,2,5,2.5,N
95,11/04/2019,11:16:44,8,44,0,N,1,5,72,1,3.25,3.25,N
96,11/04/2019,8:36:55,8,44,8441,N,1,1,40,2,7.5,3.75,N
96,11/04/2019,8:36:55,8,44,8441,N,1,2,84,2,1.6,0.8,N
96,11/04/2019,8:36:55,8,44,8441,N,1,5,73,1,3.75,3.75,N
97,11/04/2019,7:05:27,8,42,8280,Y,1,1,39,2,8.5,4.25,N
97,11/04/2019,7:05:27,8,42,8280,Y,1,2,64,1,0.8,0.8,N
97,11/04/2019,7:05:27,8,42,8280,Y,1,5,72,1,3.25,3.25,N
98,11/04/2019,10:20:28,8,42,0,Y,1,1,47,1,3,3,N
98,11/04/2019,10:20:28,8,42,0,Y,1,5,79,1,3.75,3.75,N
99,11/04/2019,6:57:04,8,42,8266,N,1,1,30,1,3,3,N
99,11/04/2019,6:57:04,8,42,8266,N,1,5,69,1,3.25,3.25,N
99,11/04/2019,6:57:04,8,42,8266,N,7,1,17,1,9.5,9.5,N
100,11/04/2019,8:06:28,8,42,8495,Y,1,1,30,2,6,3,N
101,11/04/2019,11:11:05,8,44,8485,N,1,1,33,1,3.5,3.5,N
102,11/04/2019,8:16:12,8,41,8056,Y,1,1,56,2,5.1,2.55,N
103,11/04/2019,7:45:16,8,41,8288,N,1,1,46,2,5,2.5,N
104,11/04/2019,8:59:56,8,44,0,N,1,1,24,2,6,3,N
104,11/04/2019,8:59:56,8,44,0,N,1,5,69,1,3.25,3.25,N
105,11/04/2019,7:07:48,8,44,8259,Y,1,1,33,1,3.5,3.5,N
105,11/04/2019,7:07:48,8,44,8259,Y,1,5,72,1,3.25,3.25,N
106,11/04/2019,11:05:58,8,41,8382,N,1,1,22,1,2,2,N
107,11/04/2019,10:07:44,8,42,8364,Y,1,1,28,1,2,2,N
108,11/04/2019,6:59:55,8,42,8033,N,1,1,58,2,7,3.5,N
109,11/04/2019,11:00:00,8,42,0,Y,1,1,23,1,2.5,2.5,N
110,11/04/2019,7:12:13,8,41,8423,Y,1,1,56,1,2.55,2.55,N
110,11/04/2019,7:12:13,8,41,8423,Y,1,5,79,1,3.75,3.75,N
111,11/04/2019,10:46:13,8,41,8086,N,1,1,24,2,6,3,N
112,11/04/2019,8:47:17,8,42,8322,N,1,1,35,2,6.2,3.1,N
112,11/04/2019,8:47:17,8,42,8322,N,1,5,69,1,3.25,3.25,N
113,11/04/2019,8:18:47,8,42,8446,Y,1,1,23,2,5,2.5,N
114,11/04/2019,10:58:51,8,41,8494,N,1,1,31,1,2.2,2.2,N
114,11/04/2019,10:58:51,8,41,8494,N,1,5,74,1,3.5,3.5,N
114,11/04/2019,10:58:51,8,41,8494,N,7,1,7,1,19.75,19.75,N
115,11/04/2019,10:11:25,8,41,8349,N,1,1,33,2,7,3.5,N
116,11/04/2019,11:21:24,8,42,8431,Y,1,1,36,1,3.75,3.75,N
117,11/04/2019,10:33:33,8,44,8483,Y,1,1,40,2,7.5,3.75,N
117,11/04/2019,10:33:33,8,44,8483,Y,1,2,84,2,1.6,0.8,N
118,11/04/2019,6:49:59,8,41,0,Y,1,1,41,2,8.5,4.25,N
118,11/04/2019,6:49:59,8,41,0,Y,1,2,64,2,1.6,0.8,N
118,11/04/2019,6:49:59,8,41,0,Y,1,5,74,1,3.5,3.5,N
119,11/04/2019,7:04:59,8,41,8075,N,1,1,61,2,9.5,4.75,N
119,11/04/2019,7:04:59,8,41,8075,N,1,5,76,1,3.5,3.5,N
119,11/04/2019,7:04:59,8,41,8075,N,7,1,20,1,7.6,7.6,N
120,11/04/2019,10:17:50,8,44,0,Y,1,1,22,1,2,2,N
120,11/04/2019,10:17:50,8,44,0,Y,7,1,11,1,8.95,8.95,N
121,11/04/2019,11:26:39,8,42,0,N,1,1,36,2,7.5,3.75,N
122,11/04/2019,9:18:42,8,44,0,N,1,1,61,2,9.5,4.75,N
123,11/04/2019,8:53:06,8,42,0,Y,1,1,37,2,6,3,N
123,11/04/2019,8:53:06,8,42,0,Y,1,2,63,1,0.8,0.8,N
124,11/04/2019,10:20:31,8,42,0,N,1,1,57,2,6.2,3.1,N
125,11/04/2019,9:33:50,8,44,8407,N,1,1,49,1,3,3,N
126,11/04/2019,7:53:53,8,44,8328,Y,1,1,34,1,2.45,2.45,N
127,11/04/2019,9:00:30,8,44,8383,Y,1,1,47,2,6,3,N
128,11/04/2019,8:49:34,8,41,0,N,1,1,34,2,4.9,2.45,N
129,11/04/2019,10:51:59,8,44,8058,Y,1,1,35,1,3.1,3.1,N
130,11/04/2019,8:33:22,8,41,0,N,1,1,28,1,2,2,N
131,11/04/2019,10:14:50,8,42,8423,N,1,1,58,1,3.5,3.5,N
132,11/04/2019,8:11:38,8,41,8359,Y,1,1,60,1,3.75,3.75,N
133,11/04/2019,10:19:36,8,41,8110,N,1,1,56,2,5.1,2.55,N
134,11/04/2019,6:43:50,8,44,0,Y,1,1,61,2,9.5,4.75,N
135,11/04/2019,11:21:29,8,44,8138,Y,1,1,38,2,7.5,3.75,N
135,11/04/2019,11:21:29,8,44,8138,Y,1,2,63,2,1.6,0.8,N
135,11/04/2019,11:21:29,8,44,8138,Y,7,1,19,1,6.4,6.4,N
136,11/04/2019,10:13:40,8,42,8167,N,1,1,40,2,7.5,3.75,N
136,11/04/2019,10:13:40,8,42,8167,N,1,2,65,1,0.8,0.8,N
136,11/04/2019,10:13:40,8,42,8167,N,1,5,70,1,3.25,3.25,N
137,11/04/2019,8:41:32,8,42,8410,Y,1,1,58,1,3.5,3.5,N
137,11/04/2019,8:41:32,8,42,8410,Y,1,5,78,1,4.5,4.5,N
